study,pval,tstat,tcrit,mui,muin,yi,vi,N,hack,signif,affirm,Di,Mu,T2,m,t2w,se,Nmax,k,k.hacked
530,4.46696208180938e-06,4.6395712087727,1.96472939098769,1.91433019686795,2.07727667255652,2.2564044096234,0.236525620304609,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
531,5.3874343222685e-05,4.07343445924992,1.96472939098769,1.68245168592647,1.89371707300313,1.93583572214321,0.225847627834479,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
532,0.644415355700443,-0.461814861150721,1.96472939098769,0.623021384417985,0.455650868449331,-0.213078199614822,0.212883611115644,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
533,0.659722112715066,-0.440560331818304,1.96472939098769,-0.0963438178470481,0.332702344164717,-0.217188823549323,0.243032393803112,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
534,7.12269499481796e-05,4.00578941721109,1.96472939098769,1.32531433223209,1.95919755754566,1.90487474199962,0.226129184619362,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
535,0.0974778032311085,1.66032247210267,1.96472939098769,1.14188080274289,1.39420679070208,0.863703026089212,0.270610092891786,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
536,0.0147735946190035,2.44639050812904,1.96472939098769,0.456870702327124,0.945519063550789,1.22842786261739,0.252143484702457,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
537,1.3392412290006e-06,4.89348211953147,1.96472939098769,1.10988954263995,1.76179862039634,2.4249817458202,0.245573181091688,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
538,2.01203491333897e-05,4.30486520614063,1.96472939098769,0.628664381690557,1.23450727835242,2.01436138407202,0.218955399663763,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
539,0.0351416354380762,2.11247774805814,1.96472939098769,1.25733623071554,1.65050113053704,1.09003034360055,0.266252006610461,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
540,0.0407830558546861,2.05105654265904,1.96472939098769,0.808497937396759,0.880580619017446,1.08564330097247,0.280168334094715,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
541,0.000205761823755742,3.73949953607849,1.96472939098769,0.838072895535024,1.5281054352503,1.93575344721258,0.267961941205367,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
542,0.0747246465228607,1.78588720926718,1.96472939098769,1.03526382894112,1.80304184533245,0.884260329825201,0.245161477575078,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
543,7.88326132153205e-09,5.87160050417819,1.96472939098769,1.68330449176974,2.1446695796855,3.00467678888534,0.261868057058734,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
544,0.0354701241236644,2.10867825272697,1.96472939098769,0.644689593651528,0.898575276903495,1.02672446600423,0.237075777701541,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
545,7.36320447788882e-05,3.99767999304872,1.96472939098769,1.6169647524673,1.1869488295536,1.91687073219254,0.229916214009102,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
546,0.000555571196951774,3.47490253935183,1.96472939098769,2.229920158654,1.98291533428315,1.62050513719044,0.217478118666803,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
547,0.0898438923388342,1.69952303725477,1.96472939098769,0.843843688809586,-0.0488907297304921,0.860410859775835,0.256305340085719,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
548,0.104709286698543,1.6253973835512,1.96472939098769,0.470101893938927,0.647737084482623,0.791861335377402,0.237344495106723,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
549,0.986474889894138,-0.0169605211535843,1.96472939098769,1.03660760678437,0.871898095397938,-0.00835233829560583,0.242514531557924,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
550,0.977975748002615,0.0276206577624686,1.96472939098769,0.876783891852197,0.545656178059303,0.0138593866396647,0.251779280261735,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
551,2.58291533243344e-05,4.24718156619081,1.96472939098769,2.16663516583361,2.36399576117897,2.12599743877933,0.250566968793849,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
552,0.962798444879481,-0.0466655655749175,1.96472939098769,0.756860670341162,0.322954408535699,-0.0242807412346736,0.270726528100994,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
553,0.0189345889726977,2.35449147410581,1.96472939098769,1.51160674343046,1.15973545530546,1.18699370361098,0.254157298842153,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
554,0.00270749223675677,3.01422017832869,1.96472939098769,0.97457670231767,1.21535124529096,1.48357968986974,0.242254477538438,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
555,0.49349240827358,-0.685268975626457,1.96472939098769,0.726090547971334,0.46623104164074,-0.347934904048015,0.257794623814812,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
556,0.936327674728911,-0.0799266031630232,1.96472939098769,0.702382573503538,0.4780691907015,-0.0407358524528075,0.259759180635444,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
557,0.574050706887305,0.56246665069746,1.96472939098769,1.39361430359046,1.16352822089678,0.291269816457834,0.268162106714917,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
558,0.0302493205928252,2.17300985323373,1.96472939098769,0.920699884983032,0.957975403547308,1.10124330556464,0.256828474142152,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
559,0.74785229926508,0.321650331773022,1.96472939098769,0.406295111311273,0.235692657813452,0.16100805567897,0.250568921481451,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
560,0.0116209165661731,2.53279861105704,1.96472939098769,0.704086440684055,0.801836640122666,1.23160159979636,0.236449919233035,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
561,0.0537652926408297,1.93329425777944,1.96472939098769,0.637865624449104,0.591364694002368,0.973820313110813,0.253724109335024,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
562,0.000365160441757238,3.58868044143616,1.96472939098769,0.873319617319939,0.854915674560782,1.7640069771673,0.241618966091081,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
563,0.02379206422203,2.2674101907198,1.96472939098769,1.26144133849631,0.85431488575955,1.18607455508971,0.273630049941119,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
564,0.000533883035713683,3.48583109260767,1.96472939098769,1.64668944633902,1.42251747261148,1.70264462980529,0.238580721261017,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
565,0.0157036825679548,2.42403066074302,1.96472939098769,1.17906701173215,0.968876033425035,1.14768063762007,0.224164012597262,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
566,0.0919446265779273,1.68847619743362,1.96472939098769,1.47099891338692,0.964031451208308,0.82394523412753,0.238125994392246,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
567,0.00281326671206525,3.00236042819766,1.96472939098769,1.05334762203527,1.24328137087493,1.402736847508,0.218286438928182,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
568,0.00104342289308043,3.29795077879037,1.96472939098769,1.79396464777998,1.96483267131638,1.63258553270524,0.245054988700426,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
569,0.00267135766439141,3.01836914644701,1.96472939098769,0.0155363665977916,0.98746081522675,1.46904561824413,0.236878616841032,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
570,0.000358155853568316,3.59385902020375,1.96472939098769,1.58867942194579,1.40120595715561,1.74558435341968,0.235917201389307,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
571,0.000117650721982491,3.88172886941507,1.96472939098769,1.43982128333888,1.64337121611492,1.93115994696303,0.247506207559347,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
572,0.836219763941721,-0.206839264010488,1.96472939098769,0.20188960521767,0.192565987984666,-0.107155684828017,0.268388847162769,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
573,0.13968506420788,1.4793227845092,1.96472939098769,0.296004641138103,0.749681054472871,0.732349963971689,0.245082011687692,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
574,0.00508394701297037,2.81413866897089,1.96472939098769,1.04426016873187,1.35315518524915,1.41743518923299,0.253697059208913,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
575,4.59087970193926e-05,4.11177400781629,1.96472939098769,0.964583059465948,1.97848228402693,2.16885942624237,0.278230242894508,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
576,0.00115194920029844,3.2694530380033,1.96472939098769,1.9554059839535,1.39064716767781,1.65003128014437,0.254703051141673,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
577,0.0138927748033847,2.46874421325341,1.96472939098769,1.36751149043967,1.25322410914573,1.2862387458282,0.271450712382472,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
578,0.00133226415128033,3.22719409024499,1.96472939098769,1.64550923946116,2.17601218975386,1.64305350547261,0.259210888966938,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
579,2.48930911053892e-09,6.07306352251457,1.96472939098769,1.83001303621526,3.27041806045404,3.00579595729735,0.244964608917136,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
580,0.128307970396116,1.52333663350413,1.96472939098769,0.887784373516249,0.58545891631483,0.75242847270278,0.243971260655045,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
581,0.769264135485484,-0.293497237490562,1.96472939098769,-0.285866934281287,-0.363041878955296,-0.148809461477663,0.257070980707183,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
582,0.0113928306998835,2.53983111869281,1.96472939098769,1.70401364510364,1.99183445035509,1.30684154724263,0.264750132633588,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
583,0.415692370221649,0.81459567507893,1.96472939098769,1.23901832966204,1.43488384191921,0.407177380366747,0.249852148293969,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
584,0.00051888754681572,3.4936325732459,1.96472939098769,1.33620062885042,1.33387349614213,1.82941345499955,0.274201156124938,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
585,0.223593355435315,1.218543310292,1.96472939098769,1.35829752293984,1.27641116763843,0.572393217463382,0.220651568198486,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
586,0.0276705408502723,2.20839608246123,1.96472939098769,1.01468019905617,0.790071351682823,1.11957906517232,0.257013302427526,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
587,0.0187653105843203,2.35786538526384,1.96472939098769,0.475199270798423,0.959482216332742,1.11891042822852,0.225191829556826,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
588,0.511084747754074,0.657621279848267,1.96472939098769,0.169408587907049,0.538639002033845,0.33854163613824,0.265016223842549,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
589,0.00775284319012691,2.67348082691325,1.96472939098769,1.54994857762758,1.54814094022802,1.34957900731125,0.254825262721345,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
590,0.0795126820659195,1.75710774781847,1.96472939098769,0.906944837551411,0.376290165379102,0.846866326627516,0.232291298580649,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
591,0.181636237525437,1.33759983011037,1.96472939098769,0.989866040695704,0.973347760851081,0.646961783305943,0.233940193367011,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
592,0.129031132800964,1.52045058989603,1.96472939098769,0.691102835025222,1.00634692548427,0.776286394381155,0.26067496639451,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
593,2.92837753227909e-08,5.63511627198657,1.96472939098769,1.72479872136648,2.82255168974243,2.75759015656405,0.23947141332965,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
594,0.617145734391359,0.500212847238264,1.96472939098769,0.939391653968828,0.377312113876589,0.246125106546925,0.24210410365851,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
595,0.732293899215048,0.342267238597769,1.96472939098769,0.896133927733305,0.14769487845567,0.176993677661182,0.267414433746798,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
596,0.216764178076172,1.23674320265236,1.96472939098769,1.29766644897692,1.25942703933523,0.62991033735731,0.259416984613397,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
597,0.359277429295166,0.917588857941331,1.96472939098769,0.843596425589839,-0.180912178219675,0.462073909869587,0.253586793584783,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
598,0.000165985014642215,3.7946863437745,1.96472939098769,1.31659636798649,1.43950694463774,1.80845248901769,0.227123691625098,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
599,0.723908062867904,-0.353439745118652,1.96472939098769,-0.0111219177479394,-0.22572340365982,-0.172725663418338,0.238826749708631,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
600,0.0349356292286579,2.11487608056118,1.96472939098769,0.629989072249845,0.677802808582074,1.10449122314001,0.272743674725375,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
601,0.657772774959374,-0.443255876309708,1.96472939098769,0.309838615935729,-0.00326824441335416,-0.224545764251838,0.256626044830836,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
602,0.0536852175231835,1.93394327666287,1.96472939098769,1.23644033692506,0.856559637490955,0.979332390845082,0.25643232721447,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
603,0.191242801189333,1.30868698166302,1.96472939098769,1.06507626311843,1.3112089365079,0.67585629627053,0.266708688364382,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
604,0.154607607174614,1.42560503625483,1.96472939098769,1.55572088097335,0.493662231377262,0.721650834040664,0.256245232452701,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
605,0.00243429175072352,3.04693948083657,1.96472939098769,0.487447216127624,1.07177889287269,1.53809821459616,0.254824088610908,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
606,0.000103721711673842,3.9131894530664,1.96472939098769,0.970308029512896,0.952730885608904,1.82310367326101,0.217050596414754,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
607,0.111658783589237,1.59360023939429,1.96472939098769,0.81159677296994,1.21163431723879,0.813425771747359,0.260541604541827,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
608,3.48686041539816e-08,5.60304273848544,1.96472939098769,1.96207644219943,2.80274674946262,2.75573161601172,0.241894485247982,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
609,0.113819073824435,1.58403589771819,1.96472939098769,0.203534001138044,0.563838565972563,0.771807867160598,0.237404181077986,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
610,0.0920126212704117,1.68812205756589,1.96472939098769,1.55956090431926,1.44548776482747,0.816672047821671,0.234038708815711,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
611,0.000636069550378874,3.43755101599134,1.96472939098769,1.79399578774809,2.2281537272478,1.67136154785302,0.236397298056179,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
612,0.29892845121595,1.03981707279616,1.96472939098769,0.41412092073937,0.298464451643522,0.526243391274887,0.256129394046095,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
613,0.101027853616384,1.64292758394934,1.96472939098769,1.01079047692167,1.09647520885399,0.803047681362154,0.238916323150249,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
614,0.00542531500615697,2.79284640687848,1.96472939098769,1.91942887991431,2.13403705957366,1.40585172632748,0.253387351746548,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
615,0.906393901360978,-0.117648010181697,1.96472939098769,0.0526618637441384,-0.36925070400218,-0.0615720579821953,0.273903869031243,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
616,0.000234394872517247,3.70569448713697,1.96472939098769,0.742701141773276,1.35371224004947,1.82733719086885,0.243163375656613,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
617,0.000330638813270956,3.61516746636714,1.96472939098769,0.483401788451372,1.55773445056372,1.8437279503381,0.260097895908277,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
618,0.0066077443919328,2.72743535947144,1.96472939098769,0.483672645457626,0.994953877334949,1.26107373102262,0.213782437845232,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
619,0.470602409259354,0.722049262068814,1.96472939098769,1.82934690101411,0.957796984910803,0.33663403567623,0.217361383757449,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
620,0.907070981615243,0.116793125830136,1.96472939098769,0.712952709780027,0.266888342197177,0.058599436241097,0.25174004867085,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
621,0.00242130764585908,3.04857702979105,1.96472939098769,1.32959847053482,1.56757596105001,1.51817274685404,0.247997918666926,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
622,1.30118198530946e-05,4.40399992504779,1.96472939098769,0.620361419414552,1.23927147842435,2.20257655583367,0.250130942054955,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
623,5.19917120768253e-05,4.08198413485929,1.96472939098769,1.62986947900389,1.0255992070437,2.03480390164173,0.248486328092016,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
624,0.00401588804355548,2.89033948292539,1.96472939098769,1.27750073128874,1.67679839980152,1.37058366091096,0.224860612493203,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
625,0.270818073655155,1.1024026244745,1.96472939098769,1.1254802509157,1.45518211493263,0.532379993223495,0.233218488199791,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
626,0.000139511243768582,3.83883525810395,1.96472939098769,1.49563848643426,1.9708571573129,1.95033629016474,0.258119047420979,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
627,0.392581384161788,0.855687414053142,1.96472939098769,0.637577028421259,0.933446837151644,0.454966983039579,0.282702385861821,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
628,0.200281591429925,1.28244618778285,1.96472939098769,0.60997684112225,1.79127978438314,0.649594378322932,0.256570200632389,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
629,0.00772161729942362,2.67485397473455,1.96472939098769,1.02962284609717,0.773072044617586,1.29834082392996,0.235601076063386,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
630,0.00216853318873387,3.08217820966445,1.96472939098769,1.10304687005216,0.710755578499044,1.484418486143,0.23195151680588,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
631,5.39231193955723e-07,5.07813365949791,1.96472939098769,1.33789887439391,1.39254338445103,2.62452005830044,0.267110854952812,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
632,0.0142406259245788,-2.45977050797563,1.96472939098769,0.0261737520764389,-1.02980718798953,-1.21419218593678,0.243660811878678,1,no,TRUE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
633,0.206783834430809,1.26410128684529,1.96472939098769,0.850677950514599,1.1510152787784,0.63671894675451,0.253706620142644,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
634,0.287945543758722,1.06377410527373,1.96472939098769,1.82103552451525,0.9800714968841,0.523218848650455,0.241917860425399,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
635,0.0571044167271812,1.9069239897323,1.96472939098769,1.28852168645887,0.985016914211344,0.970203675881469,0.258856495228042,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
636,0.413637732861123,0.818192626410394,1.96472939098769,0.736720412895112,0.34891028411457,0.395348305821613,0.233479439218606,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
637,0.521313560234245,0.641775638342052,1.96472939098769,1.3436510817229,1.12014601568859,0.322845547679924,0.253059792889851,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
638,0.564822246893818,0.576077908611351,1.96472939098769,0.97351564349557,0.816862831183659,0.293102185685908,0.25886639249801,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
639,7.05812470669504e-05,4.00801081761337,1.96472939098769,1.14283237887346,1.85388773307943,2.01010109563987,0.25152318890688,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
640,0.0219524364743649,2.29838523363502,1.96472939098769,0.415479040623004,1.20914940764277,1.20542000366883,0.275062346045652,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
641,0.038867090853245,2.07105559781678,1.96472939098769,1.04448475849659,1.30152902831863,1.01286883855062,0.23917892222823,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
642,0.0207408895098534,2.32004626664175,1.96472939098769,0.886843184519059,0.925205612857873,1.15040022904362,0.24586948273648,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
643,0.0139536386937197,2.46715982226622,1.96472939098769,1.62065274132439,1.33314700573071,1.26448721024465,0.262684419326204,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
644,8.28702074092079e-05,3.96870463037887,1.96472939098769,1.39262396351679,0.821115908728532,1.95000886693878,0.24142131800713,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
645,0.0201754112305174,2.33053736016174,1.96472939098769,0.928070263058229,0.844412290750424,1.20214692711585,0.266074320999533,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
646,0.161986277823099,1.40049618959629,1.96472939098769,1.26490997185294,1.0338280966403,0.697329733850078,0.247920537253444,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
