meta,d,var,kvarven.original,kvarven.replication,kvarven.metaanalysis,kvarven.effecto,kvarven.originalinc,kvarven.replication_inc,kvarven.noconvert,kvarven.publi,kvarven.tausqrm,kvarven.originalu,kvarven.replication_s,kvarven.meta_s,kvarven.ser,kvarven.sem,kvarven.sed,kvarven.weight,kvarven.ml,kvarven.threepsm,kvarven.threepsmse,kvarven.diff,kvarven.seo
Coles,1.610685,0.26485768,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-1.380537,0.24764706,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.99666107,0.18736111,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.4324778,0.040500689,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,1.2658722,0.048681516,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.47263989,0.04275747,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.30986351,0.040307991,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.54890978,0.081385322,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.37267798,0.022608023,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.15950619,0.022292895,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.0679534,0.058016654,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.50520182,0.059832681,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.028829414,0.029853847,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.076241367,0.012695016,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.047245558,0.035754144,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.18257418,0.033888888,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.082478613,0.035835765,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.091287091,0.033472221,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.041239306,0.035744652,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.50207901,0.037534725,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.43128347,0.055560902,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.55261916,0.10006493,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.51225936,0.09954711,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.14873731,0.048326045,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.23255184,0.10883892,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,1.7383834,0.10080585,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.16733338,0.02253334,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.57126296,0.056259066,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.46479034,0.055513717,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.0676976,0.010022915,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.065739878,0.0094543481,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.06637346,0.0096365642,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.0676976,0.010022915,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.18203956,0.076026909,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.34439903,0.073829599,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.079875909,0.072809331,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.2976855,0.073556922,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.12396619,0.075859271,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.22086939,0.076174498,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.043362021,0.077055119,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.090650991,0.07711605,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.74161983,0.10687499,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.71974397,0.024686584,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.35007003,0.020809302,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.58951789,0.023015011,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.67633528,0.024092443,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.34133688,0.036433708,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.59127545,0.019580057,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.44152009,0.018291168,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.056093194,0.029936958,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.020752339,0.029926796,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,1.3204271,0.016514452,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.19514325,0.013623866,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.69713122,0.018279353,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.22030184,0.015062741,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.08654625,0.028841205,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.093809709,0.032502733,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.012281068,0.034785897,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.086728305,0.039645076,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.071817681,0.034212574,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.036512364,0.042560283,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.14521036,0.040514659,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.13959298,0.04009743,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.011081846,0.039608449,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.22924997,0.032083079,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.17086375,0.036544483,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.29632157,0.04830683,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.075555936,0.033366378,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.017208373,0.035726998,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.12585628,0.03083015,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.14002733,0.036500908,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.25071126,0.037532378,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.032589506,0.058088504,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.61610317,0.079079553,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.16204935,0.080390796,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.46396461,0.029148202,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.43558791,0.028812326,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.39436826,0.02836219,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.13422775,0.038808018,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.54912519,0.044260353,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,1.4098175,0.036922086,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.28985628,0.019296451,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,1.1771159,0.031348169,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,1.2124975,0.032131016,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.85013974,0.14068931,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.57981789,0.094917633,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.28770897,0.092037946,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.20893671,0.046446696,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.64430588,0.1319766,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.055203117,0.11671021,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.38217878,0.11079732,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.086238392,0.097651668,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.38701525,0.099387564,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,0.79911953,0.10534868,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
Coles,-0.3363533,0.098940663,Strack et al. (1988),Wagenmakers et al. (2016),Coles et al (2017),0.46,1,1,0,1,0.11,1,0.0160000007599592,0.200000002980232,0.0405619703233242,0.0306128077208996,0.0508174896240234,1,0,0.274300009012222,0.04837,0.184000000357628,0.244897959183673
