study,pval,tstat,tcrit,mui,muin,yi,vi,N,hack,signif,affirm,Di
2,0.325710841019602,-0.992746336419702,2.00957523712924,0.125587638396186,0.348953056368695,-0.821363956821891,0.684533483600947,20,no,FALSE,FALSE,1
3,0.765459512506728,0.299982429213673,2.00957523712924,0.674940463536357,0.910461019873449,0.307295786581027,1.04935292111175,20,no,FALSE,FALSE,0
3,0.120089287833532,1.58197511665516,2.00957523712924,0.674940463536357,1.0782190941309,1.32708764134472,0.703720031408877,20,no,FALSE,FALSE,0
3,0.0503518969076135,2.00637463895179,2.00957523712924,0.674940463536357,0.58352700019221,1.98229409208139,0.976140010132532,20,no,FALSE,FALSE,0
3,0.230070720184676,1.21531146135049,2.00957523712924,0.674940463536357,0.367807411568974,1.31596706597927,1.17250540602866,20,no,FALSE,FALSE,0
3,0.165525468839649,1.40772397504283,2.00957523712924,0.674940463536357,0.975354039362132,1.50586384018791,1.14429077124141,20,no,FALSE,FALSE,0
3,0.710509155622417,0.373335430188966,2.00957523712924,0.674940463536357,0.320113725259866,0.367593676456574,0.969477310204699,20,no,FALSE,FALSE,0
3,0.909133031746233,0.114723599992351,2.00957523712924,0.674940463536357,0.51500192089517,0.1076557108052,0.880579584290941,20,no,FALSE,FALSE,0
3,0.489947702624503,-0.695628533012145,2.00957523712924,0.674940463536357,0.183485934462803,-0.621124452069258,0.797264595212748,20,no,FALSE,FALSE,0
3,0.944321647296051,-0.0701981685856625,2.00957523712924,0.674940463536357,0.66393219254463,-0.0674513439882816,0.923271971043194,20,no,FALSE,FALSE,0
3,0.209303897532788,1.27220730595501,2.00957523712924,0.674940463536357,0.451897968502942,1.43246206321469,1.26779924155658,20,no,FALSE,FALSE,0
3,0.340356781791342,0.962837529007424,2.00957523712924,0.674940463536357,0.611678672742721,1.06268385297283,1.21815385554245,20,no,FALSE,FALSE,0
3,0.817043869057899,0.232596098418158,2.00957523712924,0.674940463536357,0.308687378808731,0.289676526015933,1.55103556371647,20,no,FALSE,FALSE,0
3,0.356022005059648,0.931773587700046,2.00957523712924,0.674940463536357,0.306226412223353,0.840418797475313,0.813524663509332,20,no,FALSE,FALSE,0
3,0.485957371048367,0.702069722548722,2.00957523712924,0.674940463536357,1.07509310275829,0.736574407270258,1.10070961908901,20,no,FALSE,FALSE,0
3,0.694860097390597,0.394586865538528,2.00957523712924,0.674940463536357,0.382179000997084,0.460445255754653,1.36166650672131,20,no,FALSE,FALSE,0
3,0.818056352712884,-0.231285175244175,2.00957523712924,0.674940463536357,0.887751070936529,-0.220985388860214,0.912917488216504,20,no,FALSE,FALSE,0
3,0.177821088801307,-1.36713907388004,2.00957523712924,0.674940463536357,0.928844722917742,-1.4354515453963,1.10243167401345,20,no,FALSE,FALSE,0
3,0.927720911057032,0.0911804905463086,2.00957523712924,0.674940463536357,0.659301968856383,0.0945337716069185,1.07490509592631,20,no,FALSE,FALSE,0
3,0.00666940312001039,2.8333813362487,2.00957523712924,0.674940463536357,0.584451234543705,2.70546326153513,0.911744650938015,20,no,TRUE,TRUE,0
3,0.0826802362877271,-1.77159622711162,2.00957523712924,0.674940463536357,0.0013941495383063,-1.79746333648957,1.02941522684588,20,no,FALSE,FALSE,1
4,0.178816557898626,-1.36394889094047,2.00957523712924,0.103299352388981,-0.55250469079301,-1.30658195610207,0.917650104838917,20,no,FALSE,FALSE,0
4,0.107638879313758,1.63890548683472,2.00957523712924,0.103299352388981,0.209212960751317,1.37705218596695,0.705980945486656,20,no,FALSE,FALSE,0
4,0.0852946906324471,1.75624762487515,2.00957523712924,0.103299352388981,0.548593027278094,1.8506306170911,1.11037068140591,20,no,FALSE,FALSE,0
4,0.943862461017583,0.0707780849397907,2.00957523712924,0.103299352388981,0.187305153169451,0.0689405685640069,0.948750693318762,20,no,FALSE,FALSE,0
4,0.834195648762096,0.210441651459723,2.00957523712924,0.103299352388981,0.783579721489556,0.223167191403996,1.12459796417036,20,no,FALSE,FALSE,0
4,0.678269424816775,0.417316982231677,2.00957523712924,0.103299352388981,-0.199543361415046,0.435755895503923,1.09032112527073,20,no,FALSE,FALSE,0
4,0.746280822447402,-0.32537736156968,2.00957523712924,0.103299352388981,0.171960725343049,-0.315658417171955,0.941152678398984,20,no,FALSE,FALSE,0
4,0.616995113091941,0.503319121727101,2.00957523712924,0.103299352388981,0.524502697325444,0.588882018269423,1.36889370437119,20,no,FALSE,FALSE,0
4,0.174074872546792,1.37926892643949,2.00957523712924,0.103299352388981,0.310290112293362,1.40573505539737,1.03874523867542,20,no,FALSE,FALSE,0
4,0.68425348365614,0.40909382170511,2.00957523712924,0.103299352388981,0.063851812477044,0.438965610080421,1.15137064836015,20,no,FALSE,FALSE,0
4,0.718310308086284,0.362805796267108,2.00957523712924,0.103299352388981,0.523422034625704,0.358303942259899,0.975337089096994,20,no,FALSE,FALSE,0
4,0.622338920777696,0.49567600759158,2.00957523712924,0.103299352388981,0.0486339038099287,0.383093747220779,0.597330005370572,20,no,FALSE,FALSE,0
4,0.735827771590329,-0.339307902863668,2.00957523712924,0.103299352388981,-0.27521313729062,-0.357640930230274,1.11098061626342,20,no,FALSE,FALSE,0
4,0.713040034545978,0.369914806682913,2.00957523712924,0.103299352388981,0.373155945647876,0.383284432954572,1.0735911703441,20,no,FALSE,FALSE,0
4,0.284400783385266,-1.08233638711717,2.00957523712924,0.103299352388981,-0.0131726012304425,-1.08749837727313,1.00956135221002,20,no,FALSE,FALSE,0
4,0.710877369278119,0.372837493557799,2.00957523712924,0.103299352388981,0.269090526702119,0.335294808718928,0.808750383083704,20,no,FALSE,FALSE,0
4,0.219579739634036,-1.24355635947407,2.00957523712924,0.103299352388981,0.500884414925061,-1.43979098228918,1.34050350145219,20,no,FALSE,FALSE,0
4,0.561697886724118,-0.584301822433777,2.00957523712924,0.103299352388981,0.758397668905794,-0.549970594098207,0.885940298282508,20,no,FALSE,FALSE,0
4,0.731178977050862,0.345524681333837,2.00957523712924,0.103299352388981,0.144817268690375,0.361980117901728,1.09751707105906,20,no,FALSE,FALSE,0
4,0.469731767328538,-0.728571359900176,2.00957523712924,0.103299352388981,0.234783305281829,-0.731152878671638,1.00709907748697,20,no,FALSE,FALSE,1
5,0.984538536292924,-0.0194784412848893,2.00957523712924,-0.0863682704808205,0.447791881993147,-0.018293505160661,0.882034257985497,20,no,FALSE,FALSE,0
5,0.974991995240321,-0.0315085151744733,2.00957523712924,-0.0863682704808205,0.179213392081683,-0.0325407280893495,1.066592821505,20,no,FALSE,FALSE,0
5,0.0361273212501988,2.15470360059286,2.00957523712924,-0.0863682704808205,0.718322873589813,1.94429582087469,0.814234707450666,20,no,TRUE,TRUE,0
5,0.901490477934928,-0.124421626646943,2.00957523712924,-0.0863682704808205,0.0889271485335045,-0.151232127914144,1.47739415388738,20,no,FALSE,FALSE,0
5,0.448190285491108,0.764576609680022,2.00957523712924,-0.0863682704808205,0.0227867739899907,0.667145887595639,0.761376750749594,20,no,FALSE,FALSE,0
5,0.236548610201634,-1.19834007977209,2.00957523712924,-0.0863682704808205,-0.150244759270094,-1.22257038270581,1.04084862112194,20,no,FALSE,FALSE,0
5,0.447283317721007,0.766114369180394,2.00957523712924,-0.0863682704808205,0.538716618837491,0.740368985575468,0.933919017934986,20,no,FALSE,FALSE,0
5,0.292166678132406,1.06484199102218,2.00957523712924,-0.0863682704808205,0.701787812214229,1.01305432479393,0.905097014299113,20,no,FALSE,FALSE,0
5,0.134407587389984,1.52211726517349,2.00957523712924,-0.0863682704808205,-0.0614962378914237,1.67239947808702,1.20721277455065,20,no,FALSE,FALSE,0
5,0.437143735660796,0.783432359542538,2.00957523712924,-0.0863682704808205,-0.056003818828751,0.761698218914576,0.945285221164645,20,no,FALSE,FALSE,0
5,0.70476686799072,0.381113037591752,2.00957523712924,-0.0863682704808205,0.370418780675979,0.364806072798421,0.916255314560978,20,no,FALSE,FALSE,0
5,0.946058255086717,-0.0680051848898258,2.00957523712924,-0.0863682704808205,-0.347656191569118,-0.0727162051084748,1.14334780031093,20,no,FALSE,FALSE,0
5,0.236824556779514,-1.19762470430354,2.00957523712924,-0.0863682704808205,-0.169124002659302,-1.30942650849432,1.19542068249647,20,no,FALSE,FALSE,0
5,0.97533253379736,0.0310793160179421,2.00957523712924,-0.0863682704808205,-0.126833057486733,0.0260141957433285,0.700612534053401,20,no,FALSE,FALSE,0
5,0.667809176854456,0.431760842257461,2.00957523712924,-0.0863682704808205,0.0417900914570505,0.413094642620254,0.915403610187218,20,no,FALSE,FALSE,0
5,0.145788132812752,-1.47807196391492,2.00957523712924,-0.0863682704808205,-0.11622634926345,-1.34380180001326,0.82656931394604,20,no,FALSE,FALSE,0
5,0.799979971568156,-0.254753104651811,2.00957523712924,-0.0863682704808205,-0.301183505252032,-0.300931726637797,1.39539442364745,20,no,FALSE,FALSE,0
5,0.308100277570218,1.02992948211235,2.00957523712924,-0.0863682704808205,-0.0568643064002052,0.884500134058936,0.73753192800603,20,no,FALSE,FALSE,0
5,0.139195361645495,-1.50324018909876,2.00957523712924,-0.0863682704808205,-0.108558184398748,-1.47400167527488,0.961477660455443,20,no,FALSE,FALSE,0
5,0.418723141220636,-0.815516758815701,2.00957523712924,-0.0863682704808205,-0.178644891898876,-0.928078232753732,1.29510026792826,20,no,FALSE,FALSE,1
6,0.991765410957576,-0.0103735033354766,2.00957523712924,0.3978267912933,0.375335148722994,-0.00991609339772676,0.913756155204864,20,no,FALSE,FALSE,0
6,0.074712696856051,-1.82101853404697,2.00957523712924,0.3978267912933,0.117753993184656,-1.56622297187892,0.739738882683748,20,no,FALSE,FALSE,0
6,0.0785531640242314,-1.79667151078363,2.00957523712924,0.3978267912933,0.102715246282233,-2.05161158726588,1.30392593559018,20,no,FALSE,FALSE,0
6,0.769012351063935,-0.295300084031203,2.00957523712924,0.3978267912933,0.22559582340696,-0.33318213780438,1.27302308663982,20,no,FALSE,FALSE,0
6,0.0491241800034673,2.01762640448113,2.00957523712924,0.3978267912933,-0.00428863018741493,2.14203406535866,1.12712281516436,20,no,TRUE,TRUE,0
6,0.242575292547705,1.182852386653,2.00957523712924,0.3978267912933,1.0240427036729,1.48685447969274,1.58006819145562,20,no,FALSE,FALSE,0
6,0.22803116671192,1.22072723002687,2.00957523712924,0.3978267912933,0.795773006451251,1.27942890482835,1.09848732888627,20,no,FALSE,FALSE,0
6,0.0260453480751566,2.29515347956971,2.00957523712924,0.3978267912933,0.914523756533477,2.0663736882024,0.810576971259751,20,no,TRUE,TRUE,0
6,0.554979004962071,-0.594400495193426,2.00957523712924,0.3978267912933,0.171730967971666,-0.541279495816948,0.829248752218328,20,no,FALSE,FALSE,0
6,0.107083960918712,1.64156525595471,2.00957523712924,0.3978267912933,0.746080207223038,1.42475167303478,0.753289732662744,20,no,FALSE,FALSE,0
6,0.577085565951317,-0.56139709531256,2.00957523712924,0.3978267912933,0.385302338701851,-0.500074504926541,0.793467430309867,20,no,FALSE,FALSE,0
6,0.11542762720295,1.60270392474637,2.00957523712924,0.3978267912933,0.438699536250534,1.61014033320661,1.00930135690468,20,no,FALSE,FALSE,0
6,0.693108791887562,0.396976277286842,2.00957523712924,0.3978267912933,0.73276689580032,0.398796866005175,1.00919331234614,20,no,FALSE,FALSE,0
6,0.944800586471319,-0.0695933315274852,2.00957523712924,0.3978267912933,0.416428726795815,-0.0641766335003462,0.850390909084749,20,no,FALSE,FALSE,0
6,0.657797529301465,-0.445671514295896,2.00957523712924,0.3978267912933,0.375096559912365,-0.448979386076718,1.01489952823751,20,no,FALSE,FALSE,0
6,0.874628982982771,0.158608817801347,2.00957523712924,0.3978267912933,0.760629686605964,0.162214487446834,1.04598298776826,20,no,FALSE,FALSE,0
6,0.270991092941652,-1.11334753770849,2.00957523712924,0.3978267912933,0.447070460087029,-1.14108400991472,1.05044600396398,20,no,FALSE,FALSE,0
6,0.852776014529468,0.186559844890839,2.00957523712924,0.3978267912933,0.83095364785313,0.169406318735351,0.824561145455283,20,no,FALSE,FALSE,0
6,0.451906498709754,0.758294720114093,2.00957523712924,0.3978267912933,0.425139855540884,0.661333396588479,0.760614928714866,20,no,FALSE,FALSE,0
6,0.31415059701586,-1.01699627693491,2.00957523712924,0.3978267912933,0.247976597226728,-1.00500977396721,0.976566550563395,20,no,FALSE,FALSE,1
7,0.0321556227898676,-2.2053028621653,2.00957523712924,-0.55670315450248,-0.4361922738842,-1.94532354192249,0.778121119406554,20,no,TRUE,FALSE,0
7,0.53212441525282,-0.629225207914466,2.00957523712924,-0.55670315450248,-0.421850120796428,-0.692344825892815,1.21068922151249,20,no,FALSE,FALSE,0
7,0.0674185494420725,-1.87032193230351,2.00957523712924,-0.55670315450248,-0.766140857415972,-1.80790215124003,0.934366178525587,20,no,FALSE,FALSE,0
7,0.0182232140383946,-2.44284882756916,2.00957523712924,-0.55670315450248,-0.781574864093333,-2.58952602887733,1.12369222860094,20,no,TRUE,FALSE,0
7,0.234450436876762,-1.20379947464545,2.00957523712924,-0.55670315450248,-0.585247807223745,-1.26123784215313,1.09770511209719,20,no,FALSE,FALSE,0
7,0.024003501616696,-2.32940115060236,2.00957523712924,-0.55670315450248,-0.749097849539876,-2.08595729947562,0.801903772578476,20,no,TRUE,FALSE,0
7,0.718539168078549,0.362497514652546,2.00957523712924,-0.55670315450248,-0.28584725842246,0.338513585638084,0.872051511900265,20,no,FALSE,FALSE,0
7,0.682733591487753,-0.411179737830634,2.00957523712924,-0.55670315450248,0.026977845645391,-0.444829050044189,1.17036916872239,20,no,FALSE,FALSE,0
7,0.602785321612048,0.523790685494056,2.00957523712924,-0.55670315450248,-0.191707938562827,0.487450877769309,0.866056391715328,20,no,FALSE,FALSE,0
7,0.776219840843089,-0.285821315329416,2.00957523712924,-0.55670315450248,-1.07765327759165,-0.316080630661753,1.22294391209745,20,no,FALSE,FALSE,0
7,0.084716626735068,-1.75960710652732,2.00957523712924,-0.55670315450248,-0.830993396019667,-1.51634326222069,0.742614862952636,20,no,FALSE,FALSE,0
7,0.443272431849182,0.772936843761135,2.00957523712924,-0.55670315450248,-0.397853357238203,0.871892220357919,1.27244080100962,20,no,FALSE,FALSE,0
7,0.822292409545173,0.225804861808483,2.00957523712924,-0.55670315450248,-0.102759622541919,0.230962961773884,1.04620816056489,20,no,FALSE,FALSE,0
7,0.866070721025667,0.169538980037865,2.00957523712924,-0.55670315450248,-0.0752212345700005,0.176212032443176,1.08026918692963,20,no,FALSE,FALSE,0
7,0.562798364911161,-0.582653539130673,2.00957523712924,-0.55670315450248,0.696698961951212,-0.602431596507353,1.06904184774914,20,no,FALSE,FALSE,0
7,0.767036428272232,-0.297903364981578,2.00957523712924,-0.55670315450248,0.344377414592728,-0.269091984961303,0.815925876877942,20,no,FALSE,FALSE,0
7,0.23140863337165,1.21177789843331,2.00957523712924,-0.55670315450248,0.0314043236476125,1.36600903719522,1.27075284528029,20,no,FALSE,FALSE,0
7,0.399063243810447,0.850719677205614,2.00957523712924,-0.55670315450248,-0.498715269989524,0.851749411524122,1.00242231972618,20,no,FALSE,FALSE,0
7,0.0210083719492117,-2.38468054128452,2.00957523712924,-0.55670315450248,-1.02509918563186,-2.09815626513748,0.77413239997966,20,no,TRUE,FALSE,0
7,0.0981002723702382,-1.68627827778027,2.00957523712924,-0.55670315450248,-0.997715795487754,-1.65336628811136,0.961345870728179,20,no,FALSE,FALSE,1
8,0.0352747458977965,2.16513710019151,2.00957523712924,0.153241823930592,0.430934950792605,2.04774044760093,0.894497258217791,20,no,TRUE,TRUE,0
8,0.98418047362766,0.0199295909548563,2.00957523712924,0.153241823930592,-0.0511291467246908,0.0165308309906884,0.688006594979679,20,no,FALSE,FALSE,0
8,0.591974492201678,-0.539515596582226,2.00957523712924,0.153241823930592,0.299663413033225,-0.635247652775472,1.3863667376519,20,no,FALSE,FALSE,0
8,0.175426542093971,1.37486942733244,2.00957523712924,0.153241823930592,-0.48487594832474,1.29926870007349,0.893048495077858,20,no,FALSE,FALSE,0
8,0.902688025904319,-0.122901231686893,2.00957523712924,0.153241823930592,-0.256559007886757,-0.105370050350201,0.735058500909902,20,no,FALSE,FALSE,0
8,0.937804287343499,-0.0784314349670303,2.00957523712924,0.153241823930592,0.552544182393316,-0.0742352691337307,0.895860221089746,20,no,FALSE,FALSE,0
8,0.162513147565829,-1.41802120024157,2.00957523712924,0.153241823930592,0.073064364925976,-1.21823405862493,0.738067405462988,20,no,FALSE,FALSE,0
8,0.944270657780757,0.0702625631628173,2.00957523712924,0.153241823930592,0.114149872547275,0.0591338351847621,0.708311210745541,20,no,FALSE,FALSE,0
8,0.275512101664167,-1.10277420158456,2.00957523712924,0.153241823930592,0.0981090482516208,-1.09256314260633,0.981566879823868,20,no,FALSE,FALSE,0
8,0.867331943298431,-0.167926946963218,2.00957523712924,0.153241823930592,0.105612448452517,-0.185362819703034,1.2184409033901,20,no,FALSE,FALSE,0
8,0.706713520078249,0.378473801306478,2.00957523712924,0.153241823930592,-0.374448684951161,0.347115485365081,0.841155585272249,20,no,FALSE,FALSE,0
8,0.156711511047903,-1.43827938936517,2.00957523712924,0.153241823930592,-0.18034231485619,-1.32549858167744,0.849321309457644,20,no,FALSE,FALSE,0
8,0.000962509827450898,3.51318916580074,2.00957523712924,0.153241823930592,-0.0659176151033177,3.41934705185399,0.947290747170357,20,no,TRUE,TRUE,0
8,0.708969508206767,-0.375418523179533,2.00957523712924,0.153241823930592,0.0768926271023857,-0.366940783045909,0.955345743422852,20,no,FALSE,FALSE,0
8,0.619367617065275,0.499922130745371,2.00957523712924,0.153241823930592,0.814641011762658,0.476614822536722,0.908929844959367,20,no,FALSE,FALSE,0
8,0.247114637798454,1.17137019759534,2.00957523712924,0.153241823930592,0.055079144264592,1.03943136494356,0.787414294163769,20,no,FALSE,FALSE,0
8,0.716380016609016,-0.365407359626797,2.00957523712924,0.153241823930592,0.398739319769834,-0.360410062193371,0.972835106486325,20,no,FALSE,FALSE,0
8,0.0609484229265106,1.9180002964352,2.00957523712924,0.153241823930592,0.574363317238606,1.60119282110714,0.696931234272197,20,no,FALSE,FALSE,0
8,0.663951856779887,0.437110190165526,2.00957523712924,0.153241823930592,0.752265663370733,0.460902431099985,1.11182423284472,20,no,FALSE,FALSE,0
8,0.825299492183859,0.221918710120899,2.00957523712924,0.153241823930592,0.247442633723584,0.252618347965591,1.29581183593303,20,no,FALSE,FALSE,1
9,0.582300881499847,0.553701900272209,2.00957523712924,0.263988882472852,-0.246705834009023,0.467386420507959,0.712525074841309,20,no,FALSE,FALSE,0
9,0.276037742029586,1.10155282943756,2.00957523712924,0.263988882472852,0.232852294193876,1.02187224729747,0.860562759447134,20,no,FALSE,FALSE,0
9,0.987645008497725,-0.0155645266168727,2.00957523712924,0.263988882472852,0.00376083385731907,-0.0140920944942215,0.819745913529806,20,no,FALSE,FALSE,0
9,0.316051851578555,-1.01296709244984,2.00957523712924,0.263988882472852,0.644078216238479,-1.00995755108534,0.994066795083018,20,no,FALSE,FALSE,0
9,0.389735145384323,0.867798069053171,2.00957523712924,0.263988882472852,0.373516928459855,0.857303118594793,0.975958718806511,20,no,FALSE,FALSE,0
9,0.613173996269313,0.50880270356672,2.00957523712924,0.263988882472852,0.564614212558582,0.448386914214541,0.776617260441768,20,no,FALSE,FALSE,0
9,0.115958930287686,-1.60030755661235,2.00957523712924,0.263988882472852,0.119369973832214,-1.47265359275923,0.846826208501822,20,no,FALSE,FALSE,0
9,0.460095731062994,-0.744556918500927,2.00957523712924,0.263988882472852,-0.137880604919781,-0.689499755716483,0.857575620649943,20,no,FALSE,FALSE,0
9,0.645530122861192,-0.462837102142649,2.00957523712924,0.263988882472852,0.577622301035701,-0.487559431401656,1.10968264078573,20,no,FALSE,FALSE,0
9,0.468406336837318,0.730758956894757,2.00957523712924,0.263988882472852,0.381380208274653,0.672728074190124,0.847482637578407,20,no,FALSE,FALSE,0
9,0.250805957461361,1.16214484662909,2.00957523712924,0.263988882472852,0.286258306213562,1.03345283635215,0.790789331445581,20,no,FALSE,FALSE,0
9,0.32885122868697,0.986258932144959,2.00957523712924,0.263988882472852,0.385875324021559,1.01763882266445,1.06464650996155,20,no,FALSE,FALSE,0
9,0.454918692526252,0.753224970003197,2.00957523712924,0.263988882472852,0.505704344205768,0.894831559250089,1.4113449302001,20,no,FALSE,FALSE,0
9,0.797431326803606,0.258073146817476,2.00957523712924,0.263988882472852,-0.184549511760742,0.247093355964129,0.916719566363916,20,no,FALSE,FALSE,0
9,0.17993303654754,1.36038706782304,2.00957523712924,0.263988882472852,0.508263869563386,1.37033313303784,1.01467585850957,20,no,FALSE,FALSE,0
9,0.992586468022103,-0.00933914632892172,2.00957523712924,0.263988882472852,0.0449096755219263,-0.00858633968715667,0.845282292611518,20,no,FALSE,FALSE,0
9,0.00440479255055961,2.98585079448785,2.00957523712924,0.263988882472852,0.23911105987751,3.03408108183192,1.03256681013865,20,no,TRUE,TRUE,0
9,0.729896119280775,-0.347242617498176,2.00957523712924,0.263988882472852,0.165651991310561,-0.389950477947579,1.26110971541477,20,no,FALSE,FALSE,0
9,0.377177987100398,0.891198569347014,2.00957523712924,0.263988882472852,0.0428969454892831,0.929160522279135,1.08700749239981,20,no,FALSE,FALSE,0
9,0.335610192582748,0.972435261974583,2.00957523712924,0.263988882472852,0.537785680427282,0.959632764080172,0.973842530402944,20,no,FALSE,FALSE,1
10,0.932661636264689,0.0849318585291803,2.00957523712924,-0.286632366755574,-0.283595229104486,0.080076726005964,0.888937774384127,20,no,FALSE,FALSE,0
10,0.277556388787507,-1.09803327751531,2.00957523712924,-0.286632366755574,-0.125266814553839,-1.14188987749905,1.08147738358224,20,no,FALSE,FALSE,0
