Mu,T2,m,t2w,se,Nmax,hack,rho,k,k.hacked,methName,MhatCorr,MhatLoCorr,MhatHiCorr,MhatCoverCorr,VhatCorr,kNonaffirmPub,kNonaffirmPubUnhacked,kNonaffirmPubHacked,TheoryExpTstat,MeanTstat,MeanTstatUnhacked,MeanTstatHacked,TheoryVarTstat,EstVarTstat,EstVarTstatUnhacked,EstVarTstatHacked,TheoryExpTstatMarg,tstatMeanMLE,tstatMeanMLELo,tstatMeanMLEHi,tstatMeanMLECover,Mean.yi,Mean.yi.Unhacked,Mean.yi.Hacked,Mean.vi,Mean.vi.Unhacked,Mean.vi.Hacked,dp.k,dp.kAffirm,dp.kNonaffirm,dp.Nrealized,doParallelTime
0.1,0,500,0.25,0.5,10,affirm2,0.9,800,0,,0.0992614128622688,0.0206345775763967,0.177888248148141,0.949494949494949,0.253699707689575,714.882828282828,714.882828282828,0,-0.0897214795510002,-0.0950254687192168,-0.0950254687192168,,1.40478145413012,1.41297718710707,1.41297718710707,,0.2,0.198522825724538,0.0412691551527933,0.355776496296282,0.949494949494949,-0.0472162553117488,-0.0472162553117488,,0.250111928308888,0.250111928308888,,800,85.1171717171717,714.882828282828,10,11.3787777777778
0.1,0,500,0.25,0.5,10,affirm2,0.9,1600,800,,0.025417255580851,-0.0315592684235447,0.0823937795852467,0.305263157894737,0.238004215139566,1124.50526315789,714.338947368421,410.166315789474,-0.0897214795510002,-0.188363814593754,-0.0920630744428879,-0.355989139207044,1.40478145413012,1.43877769473713,1.40920511604017,1.44578191609418,0.2,0.050834511161702,-0.0631185368470893,0.164787559170493,0.305263157894737,-0.0938164287151275,-0.0456779381405764,-0.177609271468909,0.250119755062051,0.250137194604248,0.250090984200844,1600,475.494736842105,1124.50526315789,8.60145921052632,22.4989578947368
0.1,0.25,500,0,0.5,1,affirm2,0,800,0,,0.101984230287613,0.0230211580702918,0.180947302504934,0.943434343434343,0.254613606562413,714.719191919192,714.719191919192,0,-0.0897214795510002,-0.0919304673892376,-0.0919304673892376,,1.40478145413012,1.41280094654306,1.41280094654306,,0.2,0.203968460575226,0.0460423161405836,0.361894605009868,0.943434343434343,-0.0456673967219099,-0.0456673967219099,,0.250126395574852,0.250126395574852,,800,85.2808080808081,714.719191919192,1,1.9729595959596
0.1,0.25,500,0,0.5,1,affirm2,0,1600,800,,0.0996141002918029,0.0443184468646493,0.154909753718956,0.95531914893617,0.251590479819633,1429.8085106383,714.372340425532,715.436170212766,-0.0897214795510002,-0.0921532485762065,-0.0945759708648766,-0.0897350623672119,1.40478145413012,1.40843410127397,1.40952479479461,1.40734251989207,0.2,0.199228200583606,0.0886368937292986,0.309819507437913,0.95531914893617,-0.045737704873534,-0.0469427922914782,-0.0445349302912954,0.250146531661714,0.250131264862814,0.250161881183434,1600,170.191489361702,1429.8085106383,1,4.42385106382979
0.1,0.25,500,0,0.5,10,affirm2,0,800,0,,0.103664191670184,0.0246925895831214,0.182635793757247,0.93695652173913,0.253526824530879,714.771739130435,714.771739130435,0,-0.0897214795510002,-0.0888802098471816,-0.0888802098471816,,1.40478145413012,1.40891161253729,1.40891161253729,,0.2,0.207328383340368,0.0493851791662428,0.365271587514493,0.93695652173913,-0.0441114200748508,-0.0441114200748508,,0.250123999909106,0.250123999909106,,800,85.2282608695652,714.771739130435,10,10.8647065217391
0.1,0.25,500,0,0.5,10,affirm2,0,1600,800,,-0.0113777928715756,-0.0633335117983616,0.0405779260552105,0.0309278350515464,0.217109329582763,1179.36494845361,715.657731958763,463.707216494845,-0.0897214795510002,-0.227809724895514,-0.0913553182421132,-0.438366940411479,1.40478145413012,1.4204556734033,1.40375657817091,1.37315822269049,0.2,-0.0227555857431511,-0.126667023596723,0.081155852110421,0.0309278350515464,-0.113526322498108,-0.0453366763457338,-0.218746066756929,0.250089697559777,0.250129354067104,0.250027911927465,1600,420.635051546392,1179.36494845361,8.71401546391753,23.1157628865979
0.1,0.25,500,0,0.5,10,affirm2,0.9,800,0,,0.10099107392088,0.0223536833970232,0.179628464444737,0.94020618556701,0.252781912112712,714.670103092784,714.670103092784,0,-0.0897214795510002,-0.0918371935631013,-0.0918371935631013,,1.40478145413012,1.40969700836494,1.40969700836494,,0.2,0.201982147841761,0.0447073667940464,0.359256928889475,0.94020618556701,-0.0455767901637033,-0.0455767901637033,,0.250119383478018,0.250119383478018,,800,85.3298969072165,714.670103092784,10,11.0225051546392
0.1,0.25,500,0,0.5,10,affirm2,0.9,1600,800,,-0.0126706967909697,-0.0647658963734577,0.0394245027915183,0.0152173913043478,0.219111389719778,1179.14347826087,714.978260869565,464.165217391304,-0.0897214795510002,-0.231175525825009,-0.0950374094844159,-0.440896918242211,1.40478145413012,1.42598861119863,1.41370022973866,1.37247057182108,0.2,-0.0253413935819394,-0.129531792746915,0.0788490055830366,0.0152173913043478,-0.1151901545582,-0.047124991145041,-0.220044275310456,0.250117467751392,0.250147969750988,0.250069818314813,1600,420.85652173913,1179.14347826087,8.71494836956522,23.2662608695652
0.1,0.25,500,0.25,0.5,1,affirm2,0,800,0,,0.102506564206574,-0.0147421521700508,0.219755280583199,0.938947368421053,0.502994379799139,676.705263157895,676.705263157895,0,-0.286127595262072,-0.286970329643723,-0.286970329643723,,1.9057963059955,1.90851338355606,1.90851338355606,,0.2,0.205013128413148,-0.0294843043401016,0.439510561166397,0.938947368421053,-0.142963786819325,-0.142963786819325,,0.250163242628188,0.250163242628188,,800,123.294736842105,676.705263157895,1,2.00146315789474
0.1,0.25,500,0.25,0.5,1,affirm2,0,1600,800,,0.101431072005717,0.018749721918481,0.184112422092954,0.947474747474747,0.503721315684869,1353.42828282828,676.828282828283,676.6,-0.286127595262072,-0.288018278305043,-0.284616147519912,-0.291437645185369,1.9057963059955,1.91136615011079,1.90589369984072,1.91690258321268,0.2,0.202862144011435,0.0374994438369621,0.368224844185908,0.947474747474747,-0.143478503373909,-0.141779599268444,-0.145186488024977,0.250126878217249,0.250133751073478,0.250119804002791,1600,246.571717171717,1353.42828282828,1,3.78572727272727
0.1,0.25,500,0.25,0.5,10,affirm2,0,800,0,,0.105457177464925,-0.0127541740169001,0.223668528946749,0.958,0.506963510762441,676.35,676.35,0,-0.286127595262072,-0.286391540466,-0.286391540466,,1.9057963059955,1.91316634748315,1.91316634748315,,0.2,0.210914354929849,-0.0255083480338001,0.447337057893498,0.958,-0.142619355667976,-0.142619355667976,,0.250195017699752,0.250195017699752,,800,123.65,676.35,10,10.99133
0.1,0.25,500,0.25,0.5,10,affirm2,0,1600,800,,-0.012827903121598,-0.0988346125431148,0.0731788062999188,0.3,0.485846513054229,979.808333333333,675.466666666667,304.341666666667,-0.286127595262072,-0.425058210030859,-0.28382875643834,-0.738398248725855,1.9057963059955,1.9919312289471,1.9040001108928,2.04394070301808,0.2,-0.0256558062431959,-0.19766922508623,0.146357612599838,0.3,-0.211952798111861,-0.141371701032509,-0.36855420599605,0.250155429550322,0.250180176675714,0.250104182594865,1600,620.191666666667,979.808333333333,8.08096875,21.4705520833333
0.1,0.25,500,0.25,0.5,10,affirm2,0.9,800,0,,0.101128305417834,-0.0165011731791507,0.218757784014818,0.938947368421053,0.506502321617527,676.328421052632,676.328421052632,0,-0.286127595262072,-0.291350391325716,-0.291350391325716,,1.9057963059955,1.91668306983532,1.91668306983532,,0.2,0.202256610835667,-0.0330023463583013,0.437515568029636,0.938947368421053,-0.145106096848161,-0.145106096848161,,0.250130280418999,0.250130280418999,,800,123.671578947368,676.328421052632,10,11.1394315789474
0.1,0.25,500,0.25,0.5,10,affirm2,0.9,1600,800,,-0.0590423774560319,-0.133747826958172,0.0156630720461084,0.0404040404040404,0.44485910923203,1082.89090909091,677.286868686869,405.60404040404,-0.286127595262072,-0.459906867691626,-0.285369776225359,-0.751316410280421,1.9057963059955,1.95323487036415,1.90200372203256,1.90265686514408,0.2,-0.118084754912064,-0.267495653916344,0.0313261440922169,0.0404040404040404,-0.229372875181757,-0.142183417446374,-0.374946673101273,0.250124831645856,0.25014941583707,0.250083987375146,1600,517.109090909091,1082.89090909091,8.43249494949495,23.5425151515152
